filename,class,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191
SequeeIRAQ_6201.jpg,SequeeIRAQ,0.0,0.0,0.0,0.0,0.00011957908,0.00053810584,0.0013718378,0.0017172885,0.0019830198,0.0023118623,0.002823395,0.0032917464,0.0035441911,0.004314812,0.0048396313,0.005822837,0.0063144397,0.0069754464,0.0068990486,0.0064074458,0.0069123353,0.0084336465,0.00935042,0.010340269,0.010104433,0.0107421875,0.011732036,0.011004597,0.012359827,0.009752339,0.0052448716,0.0014150192,0.00019265519,0.0018169377,0.005786299,0.008745881,0.008636267,0.009177694,0.009469999,0.009240806,0.008430325,0.0092607355,0.010044643,0.009420174,0.009061437,0.008931893,0.009171051,0.010310374,0.009181016,0.0092607355,0.007284359,0.005175117,0.0034478635,0.0015047034,0.00069090136,0.00062446855,0.0010297088,0.00069754466,6.311118e-05,9.964923e-06,0.0,0.0,0.0,0.0,0.012652131,0.019219017,0.02236461,0.022208493,0.019315343,0.018923389,0.017162919,0.012486049,0.007855682,0.0044377125,0.0025543422,0.0017040019,0.0009898491,0.00049160287,0.00030891263,0.00030891263,0.00025576638,0.00028566114,0.00032884246,0.00037534544,0.00042517006,0.00076065585,0.00088023493,0.0002989477,6.975447e-05,3.321641e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.029014535,0.12588687,0.0116323875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6608206e-05,0.00011625744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9929847e-05,4.3181335e-05,0.0003221992,0.0010164222,0.0009134513,0.0006377551,0.00049492455,0.00038198874,0.00030226936,0.00040524022,0.0004617081,0.0005978954,0.00060786033,0.0007573342,0.0012688669,0.0023351137,0.0037036298,0.0062081474,0.00977559,0.016578311,0.023264775,0.02183979,0.01981359,0.018488254,0.01570472,0.009386958,0.0052083335,0.006128428,0.0,0.0,0.0,0.0,0.00011957908,0.00053810584,0.0013718378,0.0017172885,0.0019830198,0.0023118623,0.002823395,0.0032917464,0.0035441911,0.004314812,0.0048396313,0.005822837,0.0063144397,0.0069754464,0.0068990486,0.0064074458,0.0069123353,0.0084336465,0.00935042,0.010340269,0.010104433,0.0107421875,0.011732036,0.011004597,0.012359827,0.009752339,0.0052448716,0.0014150192
SequeeIRAQ_6232.jpg,SequeeIRAQ,0.0,3.3216413e-05,0.00013286565,0.00030559098,0.0004118835,0.00074404763,0.0011625744,0.001378481,0.0017970079,0.0026041667,0.0033282845,0.004052402,0.0047698766,0.005357807,0.0064473054,0.008204454,0.009423496,0.010390094,0.009908455,0.008280851,0.008031729,0.008294138,0.009649368,0.011635709,0.012868037,0.011831686,0.013359641,0.0105661405,0.0011625744,0.00031555592,0.00013950893,7.9719386e-05,0.00045506484,0.0026141317,0.004441034,0.0066399607,0.007211283,0.007606558,0.009596221,0.010303731,0.011366656,0.010519638,0.009184338,0.008762489,0.009430139,0.009878561,0.010044643,0.008184524,0.0064207325,0.0044742506,0.0028101085,0.0029363309,0.003979326,0.0034013605,0.0028765413,0.007134885,0.005859375,0.000518176,1.6608206e-05,0.0,0.0,0.0,0.0,0.0,0.012130634,0.017176207,0.01961429,0.020541029,0.020308513,0.016867293,0.010160901,0.0069389082,0.0044576423,0.003471115,0.0023716518,0.0016043527,0.0014482356,0.001212399,0.0011127498,0.0017006802,0.0028067867,0.0038066008,0.002879863,0.0022919325,0.0033747875,0.008224384,0.002129172,2.3251489e-05,1.3286564e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017916933,0.13654271,0.011911405,9.964923e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9929847e-05,9.964924e-05,0.00016608206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.964923e-06,0.0016707855,0.0075700204,0.0050787893,0.003295068,0.006859189,0.0039760047,0.0023484002,0.0018567974,0.0016242826,0.0017006802,0.0014283058,0.0014847736,0.0016873938,0.00196309,0.0024414062,0.0035043315,0.005268123,0.0077992133,0.0109182345,0.015332696,0.018225845,0.017524978,0.01404722,0.010516316,0.007692921,0.0046237246,0.006218112,0.0,3.3216413e-05,0.00013286565,0.00030559098,0.0004118835,0.00074404763,0.0011625744,0.001378481,0.0017970079,0.0026041667,0.0033282845,0.004052402,0.0047698766,0.005357807,0.0064473054,0.008204454,0.009423496,0.010390094,0.009908455,0.008280851,0.008031729,0.008294138,0.009649368,0.011635709,0.012868037,0.011831686,0.013359641,0.0105661405,0.0011625744,0.00031555592,0.00013950893,7.9719386e-05
SequeeIRAQ_6233.jpg,SequeeIRAQ,0.0,0.00011625744,0.0002823395,0.00045506484,0.0008005155,0.0017139668,0.0030027635,0.0053113042,0.0053345556,0.0068857623,0.005676685,0.0058062286,0.005942416,0.0054175965,0.0056501115,0.0077460674,0.007729459,0.0075002657,0.007536804,0.008818957,0.012436224,0.015229724,0.01692044,0.01924559,0.0056932927,0.0022055698,0.0016641422,0.0010230655,0.00035209395,0.00012622237,1.9929847e-05,2.3251489e-05,0.006148358,0.005879305,0.0058195153,0.006646604,0.0077228155,0.007480336,0.006324405,0.0067728264,0.006164966,0.0049193506,0.0048263445,0.004377923,0.0048462744,0.004377923,0.0034013605,0.0035441911,0.005839445,0.009237484,0.014595292,0.013605442,0.018365353,0.009054794,0.003424612,0.001906622,0.0009931707,0.0002923044,7.6397744e-05,2.3251489e-05,0.0,0.0,0.0,0.0,0.019654151,0.016770966,0.014027291,0.009041507,0.0055504623,0.0032253135,0.002295254,0.0016176392,0.0019498033,0.0033017113,0.0036571268,0.003497688,0.003285103,0.0035774074,0.0064074458,0.010167544,0.015432345,0.012977652,0.016405586,0.007440476,0.0032983897,0.002232143,0.00066764985,0.0001461522,3.653805e-05,3.321641e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.019059576,0.14178425,0.0046436545,2.989477e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3216413e-05,7.30761e-05,0.0010429954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3251489e-05,0.005294696,0.03070525,0.02372316,0.011373299,0.005879305,0.005288053,0.0044111395,0.0037700627,0.0025377339,0.0016076743,0.0013651946,0.0012854751,0.001129358,0.0010330305,0.0012555803,0.0013020834,0.0018235809,0.0026539913,0.0036538052,0.005148544,0.007121599,0.007958652,0.00827753,0.0076464177,0.0071415287,0.004922672,0.008333998,0.0,0.00011625744,0.0002823395,0.00045506484,0.0008005155,0.0017139668,0.0030027635,0.0053113042,0.0053345556,0.0068857623,0.005676685,0.0058062286,0.005942416,0.0054175965,0.0056501115,0.0077460674,0.007729459,0.0075002657,0.007536804,0.008818957,0.012436224,0.015229724,0.01692044,0.01924559,0.0056932927,0.0022055698,0.0016641422,0.0010230655,0.00035209395,0.00012622237,1.9929847e-05,2.3251489e-05
SequeeIRAQ_6231.jpg,SequeeIRAQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6327596e-05,0.000823767,0.0016707855,0.0027303891,0.0041288,0.007918793,0.010380128,0.011987803,0.014498964,0.016206287,0.01674107,0.014283057,0.012525909,0.009842022,0.007981904,0.011406516,0.016468696,0.0069754464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024912308,0.0012655453,0.0032386002,0.006118463,0.009114583,0.0119844815,0.012137277,0.013004225,0.01345929,0.014475713,0.012532552,0.009516502,0.0060885684,0.0047200522,0.0038198873,0.0038863202,0.0040158643,0.0047499468,0.0072810375,0.014432531,0.008901998,0.0016741072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3286564e-05,0.002481266,0.0176512,0.029067682,0.01963422,0.011077673,0.007859003,0.006221434,0.005258158,0.0043447064,0.0039195367,0.0039295014,0.0033382494,0.0032884248,0.002926366,0.002703816,0.0026872077,0.0027137809,0.0032651732,0.003896285,0.0058195153,0.012133955,0.0086096935,0.0038265307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036870217,0.075823106,0.08778101,0.002693851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6573129e-05,0.01418673,0.010390094,0.008878747,0.0040955837,0.0033282845,0.0032386002,0.0026971726,0.0026971726,0.0029629038,0.0031256643,0.0030193718,0.0028566115,0.0028831845,0.0027901786,0.0029230441,0.0031920972,0.003451185,0.0035807292,0.0046436545,0.006404124,0.0077593536,0.00999814,0.013210167,0.014748087,0.012904576,0.010798655,0.0046569407,0.0011725393,4.6502977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6327596e-05,0.000823767,0.0016707855,0.0027303891,0.0041288,0.007918793,0.010380128,0.011987803,0.014498964,0.016206287,0.01674107,0.014283057,0.012525909,0.009842022,0.007981904,0.011406516,0.016468696,0.0069754464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SequeeIRAQ_6230.jpg,SequeeIRAQ,2.6573129e-05,0.00063443347,0.0053345556,0.007114955,0.0023218272,0.0025011958,0.0030658748,0.0035275829,0.0038630688,0.0040092207,0.00499907,0.0058161938,0.0061151413,0.0071880314,0.0070485226,0.007712851,0.007553412,0.0083140675,0.011947943,0.0158243,0.02406529,0.025709502,0.0018900138,8.304103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035807292,0.010373485,0.0037501329,0.0046137595,0.0057730125,0.0058195153,0.006228077,0.0064207325,0.0068625105,0.0073275403,0.007453763,0.005859375,0.0043912097,0.0032386002,0.0028964712,0.0033947174,0.0070485226,0.010376807,0.015465561,0.027293926,0.01811623,0.00036870217,1.3286564e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01101124,0.018524792,0.015312766,0.012715243,0.007171423,0.004118835,0.0030492665,0.002295254,0.0020926339,0.0020494526,0.0019132653,0.0021225286,0.0023151839,0.0026207748,0.0054308833,0.008998326,0.0098553095,0.019401707,0.027476616,0.008001833,0.00018601191,3.321641e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011951265,0.09203603,0.05976961,6.311118e-05,3.321641e-06,0.0,0.0,0.0,0.0,6.643282e-06,0.0,0.0,9.964923e-06,3.321641e-06,0.0,9.964923e-06,0.0,0.0,9.964923e-06,3.321641e-06,5.64679e-05,0.00061782525,0.0021258504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.321641e-06,1.3286564e-05,0.0005879305,0.029061038,0.030040924,0.013044084,0.0075002657,0.0038863202,0.002414833,0.002129172,0.0017571482,0.0018833706,0.0018866921,0.001351908,0.0013352997,0.0014316273,0.0020029496,0.0022620377,0.0027436756,0.003843139,0.0056999363,0.0052780877,0.005590322,0.0064572706,0.0065203817,0.0064904867,0.006028779,0.0048927777,0.0035906942,0.0020693825,0.0013153699,0.003554156,1.9929847e-05,0.00063443347,0.0053411988,0.0071116337,0.0023251488,0.0025011958,0.0030658748,0.0035275829,0.0038630688,0.0040092207,0.00499907,0.0058161938,0.0061151413,0.0071880314,0.0070485226,0.007712851,0.007553412,0.0083140675,0.011947943,0.0158243,0.02406529,0.025709502,0.0018900138,8.304103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skri_magrosh-15.jpg,skri_magrosh,0.0,3.321641e-06,9.964923e-06,0.00019265519,0.0004517432,0.00087359163,0.0008569834,0.00087026996,0.0010496386,0.0011625744,0.0012921185,0.001258902,0.0014947385,0.001647534,0.0019697333,0.0022553944,0.002580915,0.0028632546,0.0032186704,0.0041055484,0.004450999,0.0039926125,0.0048263445,0.0064107673,0.008104804,0.010699006,0.012336575,0.018976536,0.029416455,0.026300754,0.0076464177,0.0053478424,0.0019331952,0.00042184844,0.00044842155,0.0013319781,0.002527769,0.0020693825,0.002232143,0.0020693825,0.0022454294,0.0023284703,0.0024314413,0.0023317921,0.0024646576,0.0025676286,0.0024414062,0.0024546927,0.0028964712,0.0036471619,0.0036604486,0.0032718165,0.004341385,0.005640147,0.006304475,0.0075666984,0.008267565,0.010483099,0.022417756,0.020152397,0.021975977,0.009393601,0.002527769,0.0018202594,0.00062446855,0.0012389722,0.0024513712,0.0049592103,0.003952753,0.0030060853,0.0024181549,0.0022686808,0.0022620377,0.0019697333,0.0017737563,0.0018501541,0.0018036511,0.0018235809,0.0017704348,0.0019863413,0.0026772427,0.0037135947,0.0036770569,0.0036139456,0.0028101085,0.0032386002,0.004221806,0.006756218,0.00783243,0.008629624,0.010871732,0.02052442,0.021982621,0.019763764,0.0075766635,0.0026174532,0.02169696,0.031183567,0.0019796982,0.00027237457,7.30761e-05,3.3216413e-05,6.311118e-05,2.3251489e-05,1.9929847e-05,0.00012290072,0.00013286565,4.6502977e-05,0.00011957908,0.00020262011,0.0005214977,0.0012788319,0.0013552296,0.005839445,0.02222178,0.02372316,0.023945712,0.021750106,0.010061251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027702488,0.061908748,0.017906968,0.009685906,0.004450999,0.0028931494,0.002683886,0.002564307,0.0026407046,0.0023484002,0.0022155347,0.0019132653,0.0017372184,0.0015445631,0.001787043,0.0017538265,0.001813616,0.0017372184,0.0017704348,0.0018401892,0.0016741072,0.0016276041,0.0015379199,0.0014681654,0.0012821535,0.0010496386,0.00081712374,0.00064772,0.0005314626,0.00047831633,0.0005314626,0.0021225286,0.0,3.321641e-06,3.321641e-06,0.00010297087,0.00049160287,0.0009234162,0.0008636267,0.00087026996,0.0010496386,0.0011625744,0.0012921185,0.001258902,0.0014947385,0.0016442124,0.0019697333,0.0022553944,0.0025775936,0.0028566115,0.003221992,0.0041055484,0.004441034,0.0038730337,0.0045373617,0.0061882176,0.008536618,0.010473135,0.012349862,0.018710805,0.028928174,0.02473294,0.009762303,0.005985597
Skari-23.jpg,Skari,0.0,5.64679e-05,0.00018269026,0.00047831633,0.0006543633,0.000906808,0.0009898491,0.0012489371,0.0019763764,0.0029031143,0.005557106,0.0070950254,0.009961602,0.011715428,0.008008477,0.0053710938,0.0049093855,0.0043114903,0.0043380633,0.0045672567,0.0064473054,0.011825043,0.01643548,0.014116975,0.013615407,0.015106824,0.00779257,0.004597151,0.00069754466,0.00034877233,0.000259088,0.00019265519,0.00030226936,0.0005148544,0.0008337319,0.0011725393,0.0025942018,0.0043812445,0.007304289,0.010293766,0.009430139,0.007035236,0.0053910236,0.0044244262,0.0033249627,0.0025410554,0.0030426234,0.0028101085,0.00303598,0.0040590456,0.005557106,0.009114583,0.013093909,0.01552535,0.00933049,0.008795706,0.0145321805,0.010635895,0.006085247,0.00082044536,0.0003554156,0.00015943877,6.975447e-05,9.964924e-05,0.010785369,0.009479964,0.0070319143,0.006852546,0.006164966,0.0050588595,0.0039295014,0.0027137809,0.0022421079,0.0026639563,0.0019929847,0.0016043527,0.0022122131,0.0033515359,0.0038863202,0.005673363,0.007895541,0.009078045,0.009905134,0.009749017,0.008244313,0.008622981,0.010606,0.014542145,0.008872104,0.0024945524,0.00049492455,0.00022254996,6.975447e-05,9.3005954e-05,5.3146257e-05,7.9719386e-05,0.0023949032,0.038727015,0.10300077,0.0107421875,0.002859933,0.0009101297,0.0017172885,0.00017272534,0.00032884246,0.00024912308,0.0011426446,0.0009599543,0.002305219,0.00023583652,5.978954e-05,4.3181335e-05,4.3181335e-05,5.978954e-05,5.64679e-05,6.975447e-05,0.00013618729,0.00029562606,0.00015611714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003444542,0.011795147,0.019846806,0.019381776,0.015561889,0.016133212,0.009283987,0.007227891,0.0054674214,0.0035607994,0.0022254996,0.0014880953,0.001119393,0.0008337319,0.0007971939,0.0009732409,0.0014748087,0.0016143176,0.0021125637,0.0024281198,0.0027901786,0.003109056,0.0029363309,0.0030592314,0.0028067867,0.0028499682,0.0028400032,0.0031223428,0.0038265307,0.004102227,0.004221806,0.004231771,0.0,5.64679e-05,0.00018269026,0.00047831633,0.0006543633,0.000906808,0.0009898491,0.0012489371,0.0019730548,0.0028997927,0.005543819,0.0070950254,0.009928386,0.01167889,0.007829108,0.005477386,0.004886134,0.004221806,0.0040656887,0.004092262,0.005852732,0.0125093,0.016744394,0.014419245,0.01368184,0.015143362,0.0077693188,0.0046602627,0.0007274394,0.00038198874,0.0002823395,0.00028566114
Skari-22.jpg,Skari,1.9929847e-05,0.00063111185,0.0012422937,0.002016236,0.0024580145,0.003564121,0.0042350926,0.0045871865,0.005377737,0.006915657,0.0076331315,0.0073806867,0.0066532474,0.0076895994,0.008430325,0.006248007,0.0055670706,0.005231585,0.006174931,0.0056667197,0.008842208,0.0071880314,0.015681468,0.014007361,0.013210167,0.0054641,0.002232143,0.000694223,0.00055139244,0.0004617081,0.0002258716,0.00038531038,0.00580955,0.0052847313,0.005337877,0.006683142,0.007729459,0.008270887,0.0076397746,0.007310932,0.008739238,0.0071946746,0.005610252,0.0052050115,0.0053279125,0.0050655026,0.0046137595,0.0041786246,0.0042483793,0.0038829986,0.0047134086,0.0053910236,0.0034113254,0.004766555,0.020132467,0.013854565,0.004673549,0.0007008663,0.00031555592,0.00018269026,0.00010961416,5.3146257e-05,5.64679e-05,0.00017272534,0.024447279,0.012615593,0.013070658,0.009619473,0.0068857623,0.0056501115,0.0054474915,0.0053976667,0.0049293153,0.0044244262,0.0041288,0.0035209397,0.0029396524,0.0028067867,0.0030193718,0.0028865063,0.0041354434,0.003942788,0.0024447278,0.0030758397,0.01111089,0.01677761,0.010297088,0.0019365168,0.00049160287,0.00018933354,0.00012622237,7.6397744e-05,3.653805e-05,1.6608206e-05,3.653805e-05,0.00018269026,0.009895169,0.092178866,0.054561276,0.0055770357,0.00067429314,0.00011957908,0.00020262011,9.964923e-06,5.64679e-05,0.000129544,0.00030891263,0.0009732409,0.000694223,0.00019265519,5.64679e-05,8.304103e-05,1.3286564e-05,3.3216413e-05,6.643282e-06,2.3251489e-05,0.00017604697,0.0003321641,0.00036870217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018302243,0.0042450572,0.018182663,0.013452646,0.0071049905,0.0059390943,0.004211841,0.0023716518,0.0017438616,0.0016807504,0.0016641422,0.0018800489,0.0023650085,0.0027171024,0.0031688455,0.003564121,0.004590508,0.0050023915,0.0050854324,0.0049259937,0.0046635843,0.004759912,0.004590508,0.0050389296,0.0058261584,0.0068924055,0.006669855,0.0053976667,0.004803093,0.0040291506,0.0031455941,0.0151234325,1.9929847e-05,0.00063111185,0.0012422937,0.002016236,0.0024580145,0.003564121,0.0042350926,0.0045871865,0.005377737,0.006915657,0.0076331315,0.0073806867,0.0066532474,0.0076895994,0.008427003,0.006248007,0.005543819,0.0051983683,0.0060686385,0.005636825,0.008503402,0.007284359,0.015877444,0.014143548,0.01325667,0.005480708,0.0022288212,0.0007108312,0.00055803574,0.00044177828,0.00018933354,0.00046502976
Shagra-10.jpg,Shagra,0.001813616,0.0023384353,0.0026407046,0.0030293367,0.0046137595,0.0053611286,0.005238228,0.0052349064,0.0056999363,0.0062347203,0.0060752816,0.00562686,0.005268123,0.005288053,0.0043912097,0.0037169165,0.0040690103,0.0040291506,0.003932823,0.0040092207,0.008513366,0.01912601,0.014492321,0.011542703,0.0054541347,0.007699564,0.009403566,0.0015644929,0.00018269026,4.982462e-05,1.6608206e-05,9.964923e-06,0.006231399,0.00783243,0.0089086415,0.00827753,0.0083140675,0.007510231,0.0067362883,0.0068558673,0.0059457375,0.004497502,0.0035375478,0.0028865063,0.0026108099,0.0017571482,0.0013685161,0.0015279549,0.00196309,0.0020428093,0.0024978742,0.0059689893,0.012346541,0.0126355225,0.008775776,0.009915099,0.005072146,0.0048263445,0.009244127,0.005175117,0.001258902,0.00011625744,2.989477e-05,0.0,0.020577567,0.012416295,0.008938536,0.006849224,0.005733153,0.005048895,0.0046071163,0.0051419004,0.0042350926,0.0033050328,0.002933009,0.0021491018,0.0017737563,0.002046131,0.0025609853,0.002248751,0.0036172671,0.0060885684,0.010028034,0.008719308,0.0069621596,0.0038829986,0.0062081474,0.0073574353,0.003341571,0.004842953,0.007377365,0.0027303891,0.0034013605,0.0013917676,0.00011957908,3.3216413e-05,0.029758584,0.03373791,0.027778884,0.016239503,0.01177854,0.0050156782,0.005048895,0.00038198874,0.00050488947,0.001341943,0.0015080251,0.0008636267,0.005072146,0.008111448,0.0022686808,0.0019265519,0.0010529603,0.0010728901,0.00087359163,0.0012854751,0.0023284703,0.0042151627,0.0045008236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016418872,0.014110331,0.01628933,0.013422752,0.011854937,0.0071880314,0.005636825,0.0043546716,0.0033183196,0.0034279337,0.002869898,0.002564307,0.0028200734,0.0032884248,0.003434577,0.0033382494,0.0029296875,0.0026539913,0.0026739212,0.00259088,0.0025244474,0.0028400032,0.0025510204,0.002999442,0.0025244474,0.002750319,0.0025609853,0.0026174532,0.0027436756,0.0027968218,0.0031356292,0.01143641,0.001610996,0.0024115115,0.0026606345,0.003045945,0.0045240754,0.0052847313,0.00520169,0.0051419004,0.0055404976,0.006231399,0.0061018546,0.0057431175,0.005324591,0.0053411988,0.004357993,0.0037468113,0.0040125423,0.0039726826,0.0039195367,0.003896285,0.008141343,0.01787043,0.013638658,0.010994632,0.0054740645,0.004693479,0.00850008,0.0042151627,0.0034844016,0.0014150192,0.00012622237,4.3181335e-05
Skari-25.jpg,Skari,0.0,0.00010297087,0.0005214977,0.0011625744,0.001258902,0.0011227147,0.0012223639,0.0014880953,0.0027602839,0.0038863202,0.0060022054,0.007868968,0.010034678,0.011811756,0.011529417,0.011207217,0.010247263,0.009745695,0.008735917,0.008390466,0.007699564,0.0060254573,0.0051717954,0.004118835,0.007616523,0.00760988,0.008284173,0.008958466,0.0013253348,0.0005214977,0.00015279549,8.304103e-05,0.0010330305,0.0017272534,0.002232143,0.0025111607,0.004640333,0.006563563,0.008340641,0.009845344,0.009739052,0.009051472,0.009041507,0.008147986,0.0088488525,0.006859189,0.00580955,0.0054375264,0.004916029,0.0049127075,0.0036538052,0.0031688455,0.0047001224,0.004294882,0.004231771,0.004460964,0.0074570845,0.0096792625,0.0084336465,0.00588927,0.00061118195,0.000106292515,5.978954e-05,0.00026240965,0.014156834,0.009393601,0.009174373,0.009825415,0.010708971,0.01078869,0.008098161,0.006174931,0.0046436545,0.004477572,0.003627232,0.002434763,0.0016442124,0.001258902,0.0014316273,0.0033947174,0.0035109748,0.0032352784,0.0034810798,0.0035906942,0.00479645,0.0048728473,0.005832802,0.010008105,0.010300409,0.008529974,0.005258158,0.0010529603,0.0002823395,0.00019265519,0.00011625744,0.00037202382,0.0028931494,0.07984561,0.039706897,0.013751594,0.004969175,0.0017604699,0.0017604699,0.0002092634,0.000906808,0.0007971939,0.0015113468,0.0011592527,0.0028267165,0.009626116,0.0040225075,0.00022254996,5.3146257e-05,7.6397744e-05,4.982462e-05,5.978954e-05,0.0001461522,0.00023583652,7.6397744e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007304289,0.021437872,0.01275178,0.0049758186,0.003451185,0.0043247766,0.0034478635,0.0030492665,0.00350101,0.003507653,0.002999442,0.0029927986,0.002906436,0.00238826,0.002584237,0.0031920972,0.0033615008,0.0037899925,0.004563935,0.005915843,0.0070618093,0.0072511425,0.006972125,0.0064572706,0.005231585,0.00455397,0.0044842158,0.0041055484,0.0037567762,0.0036073022,0.0033083546,0.007430511,0.0,0.00010297087,0.0005214977,0.0011625744,0.0012489371,0.0011260364,0.0011991125,0.0014249841,0.0024945524,0.0031887756,0.005125292,0.0068724756,0.008915285,0.01020076,0.010157579,0.010207403,0.009629438,0.009516502,0.009018255,0.008533296,0.008513366,0.007443798,0.0058726617,0.0061317496,0.008921928,0.008031729,0.009008291,0.009367028,0.0015644929,0.0005945738,0.00017604697,0.0003952753
